,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
464,Ylldren Ibrahimaj Ural,25, Forward,,3(3),234,-,0.2,14.7,83,-,0.2,-,6.05
465,Guram Adzhoev Arsenal Tula,26, Forward,,0(5),26,-,0.2,1.6,87.5,-,-,-,6.05
466,Beka Mikeltadze FC Rotor Volgograd,23, Forward,,1(11),285,-,0.2,6.3,81.6,-,0.2,-,6.05
467,Khalid Kadyrov FK Akhmat,27, Midfielder,,0(5),59,-,-,3.4,82.4,-,0.2,-,6.05
468,Maksim Kutovoi FC Krasnodar,20, Forward,,1(6),123,-,0.6,2.9,85,-,-,-,6.05
469,Artem Maksimenko Ural,23, Forward,,1(2),75,-,0.3,5.3,68.8,0.7,-,-,6.04
470,Guus Til Spartak Moscow,23, AM(C),,0(3),14,-,-,2.3,42.9,-,-,-,6.04
471,Akmal Bakhtiyarov PFC Sochi,23, Midfielder,,0(1),7,-,-,3.0,100.0,-,-,-,6.04
472,Dmitri Markitesov Spartak Moscow,20, Midfielder,,0(6),28,-,-,4.8,79.3,-,0.2,-,6.04
473,Ilya Pomazun CSKA Moscow,25, GK,,2,180,-,-,16.5,51.5,-,3.5,-,6.04
474,Ivelin Popov PFC Sochi,34, M(CLR),FW,0(1),27,-,-,6.0,66.7,-,-,-,6.03
475,Rizvan Utsiev FK Akhmat,33, D(R),M(R),0(1),7,-,-,2.0,100.0,-,-,-,6.03
476,Oston Urunov Spartak Moscow,20, AM(C),,1(7),148,-,0.1,12.1,94.8,-,-,-,6.02
477,Igor Gorbatenko Arsenal Tula,32, M(CLR),,4(10),533,-,0.2,14.5,74.9,0.4,0.4,-,6.02
478,Zurab Gigashvili FC Tambov,19, D(C),,5(3),479,-,-,16.0,64.8,-,2,-,6.02
479,Andrés Vombergar FC Ufa,26, FW,,1(2),137,-,-,13.0,79.5,-,-,-,6.01
480,Nikolay Titkov Lokomotiv Moscow,21, Midfielder,,0(4),8,-,-,1,50,-,-,-,6.01
481,Aleksandr Gapechkin FC Rostov,19, Defender,,0(1),1,1,1,1,100,-,-,-,6.0
482,Denis Terentjev Zenit,29, D(LR),,0(1),1,-,-,1,-,-,-,-,6.0
483,Kirill Dontsov FC Rotor Volgograd,19, Defender,,0(1),1,-,-,-,-,-,-,-,6.0
484,Mikhail Ageev Lokomotiv Moscow,21, Forward,,0(1),1,-,-,-,-,-,-,-,6.0
485,Reziuan Mirzov Spartak Moscow,28, AM(CL),FW,0(1),2,-,-,3,66.7,-,-,-,6.0
486,Parfait Bizoza FC Ufa,22, Midfielder,,3(4),201,-,-,10.3,77.8,-,0.3,-,6.0
487,Tigran Avanesyan FC Tambov,19, Midfielder,,0(3),40,-,0.3,2.3,57.1,-,-,-,5.99
488,Igor Shkolnik Dinamo Moscow,20, Midfielder,,0(4),25,-,-,2.3,88.9,-,0.5,-,5.99
489,Konstantin Kovalev FC Rostov,21, Defender,,0(1),3,-,-,2,50,-,-,-,5.99
490,Roman Minaev Arsenal Tula,23, Forward,,0(4),39,-,-,1.0,75.0,-,-,-,5.99
491,Evgeniy Tatarinov Ural,22, Forward,,0(3),16,-,-,2.0,83.3,-,-,-,5.99
492,Nikita Drozdov FC Tambov,29, Midfielder,,2(7),298,-,0.1,9.3,71.4,-,0.1,-,5.99
493,Akhmed Alibekov FC Ufa,23, Midfielder,,2,164,-,-,19.0,55.3,-,1,-,5.99
494,Aleksandr Saplinov FC Rotor Volgograd,24, M(C),,0(1),5,-,-,7.0,42.9,-,-,-,5.98
495,Stanislav Krapukhin Zenit,23, Forward,,0(3),16,-,-,1.0,100.0,-,-,-,5.98
496,Lameck Banda Arsenal Tula,20, Midfielder,,0(2),36,-,-,4.0,87.5,-,-,-,5.97
497,Aleksandr Smirnov FC Rostov,25, Defender,,0(1),19,-,-,2.0,50.0,-,-,-,5.97
498,Kirill Kosarev Rubin Kazan,20, Forward,,0(3),57,-,0.3,4.7,35.7,-,-,-,5.97
499,Giorgi Arabidze FC Rotor Volgograd,23, Forward,,0(4),39,-,-,4.0,87.5,-,0.5,-,5.96
500,Gamid Agalarov FC Ufa,21, FW,,1(4),109,-,-,4.2,66.7,-,0.2,-,5.96
501,Moris Nusuev FC Tambov,24, Defender,,0(2),34,-,-,8.5,76.5,-,0.5,-,5.95
502,Anri Khagush Arsenal Tula,35, D(LR),,2(3),157,-,-,10.8,70.4,-,0.4,-,5.94
503,Chingiz Magomadov Ural,23, Defender,,0(2),69,-,-,18.0,97.2,-,3.5,-,5.94
504,David Tosevski FC Rostov,20, Forward,,0(6),32,-,-,0.3,100.0,-,-,-,5.94
505,Mikalay Signevich Khimki,29, FW,,0(2),72,-,-,10.5,71.4,-,-,-,5.93
506,Ilya Vorobjov Khimki,22, Forward,,0(3),23,-,-,4.7,71.4,-,-,-,5.92
507,Nikita Iosifov Lokomotiv Moscow,20, Midfielder,,0(4),25,-,-,0.8,100.0,-,-,-,5.91
508,Nikita Chagrov FC Tambov,26, Goalkeeper,,1,90,-,-,25.0,52.0,-,12,-,5.89
509,Pavel Mogilevets Rubin Kazan,28, DMC,,0(1),8,-,-,6.0,50.0,-,1,-,5.89
510,Evgeni Chabanov FC Tambov,24, Forward,,0(3),44,-,-,1.3,100,-,-,-,5.89
511,Dmitri German FC Tambov,33, Midfielder,,3(3),295,-,0.3,11.7,57.1,0.2,0.5,-,5.89
512,Aleksandr Yerkin FC Tambov,32, Forward,,0(2),35,-,-,5.5,72.7,-,-,-,5.89
513,Abubakar Kadyrov FK Akhmat,25, Forward,,0(1),4,-,-,1,100,-,-,-,5.88
514,Egor Prutsev PFC Sochi,18, Midfielder,,0(1),12,-,-,-,-,-,-,-,5.88
515,Stepan Oganesyan Spartak Moscow,20, Midfielder,,0(1),10,-,-,-,-,-,-,-,5.87
516,Arsen Adamov FK Akhmat,22, D(CLR),,0(3),14,-,-,2,83.3,-,-,-,5.85
517,Mikhail Lysov Lokomotiv Moscow,23, D(L),,1,75,-,-,36,80.6,-,3,-,5.85
518,Nikolay Zlobin Arsenal Tula,25, Defender,,0(1),16,-,-,4,100,-,-,-,5.82
519,Dmitri Vershkov FC Rotor Volgograd,19, Defender,,0(1),22,-,-,3,100,-,-,-,5.76
520,Danil Kazantsev Khimki,20, Midfielder,,2(1),128,-,-,13,61.5,0.3,0.3,-,5.71
521,Ivan Konovalov Ural,27, GK,,1,90,-,1,31,51.6,-,11.0,-,5.61
522,Maksim Rudakov FC Rostov,25, Goalkeeper,,1,90,-,-,24,70.8,-,4.0,-,5.17
